index, elapse_time, susp_fl, susp_fr, susp_rl, susp_rr, acc_x, acc_y, acc_z, rot_x, rot_y, rot_z
1807,278059,38.16783,46.59847,52.16781,27.23354,-0.39385,2.26372,9.76954,0.00879,0.07887,0.03504
1808,278212,38.21893,46.59847,52.16781,27.18244,-0.43215,2.27808,9.72525,0.00906,0.08127,0.03317
1809,278365,38.21893,46.59847,52.16781,27.23354,-0.44891,2.25414,9.76116,0.00839,0.07981,0.03437
1810,278518,38.21893,46.59847,52.16781,27.23354,-0.44293,2.28527,9.74919,0.00973,0.07967,0.03198
1811,278674,38.16783,46.59847,52.16781,27.23354,-0.46807,2.25055,9.75278,0.00773,0.07994,0.03357
1812,278827,38.21893,46.59847,52.16781,27.18244,-0.46208,2.25294,9.71208,0.01026,0.07981,0.03357
1813,278980,38.21893,46.59847,52.16781,27.23354,-0.42138,2.23858,9.73363,0.00786,0.07914,0.03451
1814,279133,38.16783,46.59847,52.16781,27.23354,-0.47405,2.26491,9.74679,0.00826,0.07967,0.03357
1815,279289,38.21893,46.59847,52.16781,27.18244,-0.43694,2.29963,9.69532,0.00999,0.08007,0.03411
1816,279442,38.21893,46.59847,52.16781,27.23354,-0.46567,2.29604,9.75278,0.00813,0.07967,0.03344
1817,279595,38.21893,46.59847,52.16781,27.23354,-0.44532,2.25294,9.74919,0.00653,0.07887,0.03397
1818,279748,38.16783,46.59847,52.16781,27.23354,-0.42258,2.29724,9.73363,0.01066,0.08034,0.03357
1819,279901,38.21893,46.59847,52.16781,27.23354,-0.40342,2.29245,9.77074,0.00866,0.07994,0.03357
1820,280066,38.21893,46.59847,52.16781,27.23354,-0.46328,2.23978,9.77193,0.00986,0.07967,0.03331
1821,280220,38.16783,46.59847,52.16781,27.28463,-0.47405,2.27689,9.69771,0.00746,0.07967,0.03118
1822,280374,38.21893,46.59847,52.16781,27.18244,-0.50518,2.3116,9.81982,0.00759,0.07901,0.03264
1823,280528,38.16783,46.54738,52.16781,27.23354,-0.97683,2.1883,10.06163,0.00679,0.07155,0.0425
1824,280683,38.21893,46.54738,52.16781,27.23354,-0.2873,2.21583,9.73722,0.00653,0.08087,0.03877
1825,280840,38.21893,46.59847,52.16781,27.18244,-0.48722,2.34033,9.84615,0.01106,0.08513,0.02798
1826,280994,38.21893,46.54738,52.16781,27.23354,-0.51236,2.16915,9.67976,0.00813,0.08274,0.03224
1827,281148,38.21893,46.54738,52.16781,27.23354,-0.50278,2.29484,9.71687,0.00746,0.08047,0.03171
1828,281302,38.21893,46.54738,52.16781,27.23354,-0.46328,2.19788,9.75996,0.00546,0.07901,0.03291
1829,281459,38.21893,46.59847,52.16781,27.23354,-0.46567,2.27449,9.75158,0.00919,0.08021,0.03317
1830,281613,38.16783,46.59847,52.16781,27.18244,-0.46448,2.28527,9.7863,0.00959,0.07834,0.03357
1831,281767,38.16783,46.54738,52.16781,27.23354,-0.43574,2.25893,9.72285,0.00906,0.07941,0.03331
1832,281921,38.21893,46.54738,52.11671,27.23354,-0.45131,2.29484,9.75158,0.00813,0.0814,0.03304
1833,282075,38.16783,46.54738,52.16781,27.23354,-0.47645,2.25414,9.72764,0.00986,0.07727,0.03317
1834,282232,38.16783,46.54738,52.16781,27.23354,-0.50877,2.25773,9.76595,0.00866,0.07781,0.03424
1835,282386,38.16783,46.54738,52.16781,27.18244,-0.48363,2.28886,9.80186,0.00773,0.08154,0.03251
1836,282540,38.16783,46.54738,52.16781,27.23354,-0.4561,2.35709,10.02452,0.00386,0.08167,0.03837
1837,282695,38.11674,46.54738,52.16781,27.23354,-0.31244,2.2709,9.73363,0.00853,0.07927,0.03277
1838,282849,38.06564,46.54738,52.16781,27.23354,-0.50996,2.20626,9.56005,0.00733,0.07981,0.03158
1839,283006,38.11674,46.59847,52.16781,27.18244,-0.3723,2.26372,9.76715,0.00866,0.07967,0.03317
1840,283160,38.11674,46.59847,52.16781,27.18244,-0.45729,2.3116,9.78271,0.0052,0.07807,0.03411
1841,283314,38.11674,46.54738,52.16781,27.23354,-0.40821,2.30202,9.84017,0.00826,0.08007,0.03331
1842,283468,38.11674,46.54738,52.16781,27.23354,-0.45849,2.22421,9.75278,0.00626,0.07874,0.03411
1843,283622,38.06564,46.54738,52.16781,27.23354,-0.42976,2.26372,9.84975,0.00466,0.08194,0.03477
1844,283779,38.06564,46.49628,52.21891,27.18244,-0.29209,2.03747,8.93756,0.01026,0.081,0.03637
1845,283933,38.01455,46.59847,52.16781,27.18244,-0.39025,1.95367,10.16937,0.02691,0.07781,0.03531
1846,284088,38.01455,46.54738,52.16781,27.23354,-0.48722,2.30083,9.82341,0.01212,0.08034,0.03477
1847,284242,38.01455,46.59847,52.16781,27.18244,-0.41061,2.24217,9.69532,0.00866,0.07967,0.03251
1848,284399,38.01455,46.54738,52.16781,27.18244,-0.44053,2.26372,9.69771,0.00879,0.08021,0.03464
1849,284553,38.01455,46.54738,52.16781,27.23354,-0.44293,2.32238,9.7851,0.00879,0.08367,0.03411
1850,284707,38.01455,46.54738,52.16781,27.23354,-0.4142,2.25055,9.73243,0.01026,0.07941,0.03371
1851,284861,38.01455,46.54738,52.16781,27.18244,-0.44652,2.24696,9.79348,0.00893,0.07674,0.03451
1852,285015,38.01455,46.59847,52.16781,27.18244,-0.46088,2.27569,9.87728,0.00799,0.08047,0.03371
1853,285172,38.01455,46.54738,52.16781,27.18244,-0.45849,2.27569,9.75517,-0.00187,0.08087,0.03171
1854,285327,37.96345,46.54738,52.16781,27.23354,-0.41659,2.29005,9.70131,0.00706,0.07861,0.03464
1855,285481,37.96345,46.54738,52.16781,27.23354,-0.42018,2.27329,9.77074,0.01026,0.08034,0.03304
1856,285635,37.96345,46.59847,52.16781,27.23354,-0.46926,2.26611,9.69293,0.00919,0.07927,0.03304
1857,285789,37.96345,46.59847,52.16781,27.18244,-0.46448,2.25534,9.75158,0.00879,0.07887,0.03411
1858,285956,37.91236,46.54738,52.16781,27.23354,-0.42497,2.20865,9.79109,0.00746,0.07954,0.03451
1859,286110,37.96345,46.59847,52.16781,27.18244,-0.4537,2.31639,9.73961,0.00706,0.0806,0.03291
1860,286264,37.96345,46.54738,52.16781,27.23354,-0.46448,2.32597,9.76715,0.01053,0.07941,0.03437
1861,286418,37.96345,46.54738,52.16781,27.18244,-0.40462,2.35829,9.94551,0.01972,0.07274,0.03451
1862,286575,37.96345,46.54738,52.16781,27.18244,-0.51236,2.1895,9.68335,0.00973,0.08087,0.03251
1863,286729,37.96345,46.54738,52.16781,27.23354,-0.3699,2.16316,9.55885,0.00879,0.07767,0.03397
1864,286883,37.91236,46.59847,52.16781,27.18244,-0.34357,2.19309,9.67617,0.00733,0.07661,0.03238
1865,287037,37.96345,46.54738,52.16781,27.23354,-0.50757,2.27928,9.72525,0.00666,0.08021,0.03357
1866,287191,37.96345,46.54738,52.16781,27.23354,-0.47405,2.24935,9.77433,0.00973,0.07887,0.03277
1867,287348,37.91236,46.54738,52.11671,27.18244,-0.41899,2.28048,9.76954,0.00906,0.07807,0.03384
1868,287502,37.91236,46.59847,52.16781,27.18244,-0.45131,2.25414,9.83658,0.00839,0.07887,0.03371
1869,287656,37.91236,46.54738,52.16781,27.18244,-0.44652,2.29963,9.76954,0.00786,0.08034,0.03371
1870,287810,37.91236,46.59847,52.16781,27.23354,-0.45849,2.27569,9.76355,0.00706,0.0806,0.03411
1871,287964,37.91236,46.54738,52.16781,27.23354,-0.49201,2.22541,9.73722,0.00813,0.081,0.03304
1872,288122,37.96345,46.54738,52.16781,27.23354,-0.51715,2.3523,9.64624,0.00946,0.07927,0.03131
1873,288276,38.01455,46.59847,52.16781,27.23354,-0.52313,2.26252,9.77553,0.00986,0.08021,0.03251
1874,288430,38.01455,46.59847,52.16781,27.18244,-0.46088,2.26851,9.72285,0.01026,0.07701,0.03544
1875,288584,38.06564,46.59847,52.16781,27.23354,-0.49081,2.25893,9.7037,0.00653,0.07767,0.03411
1876,288741,38.06564,46.59847,52.16781,27.23354,-0.48243,2.23379,9.7037,0.00853,0.08034,0.03317
1877,288895,38.06564,46.59847,52.11671,27.23354,-0.48004,2.29604,9.79707,0.00759,0.07701,0.03357
1878,289049,38.06564,46.59847,52.16781,27.23354,-0.43574,2.29005,9.71567,0.00733,0.08034,0.03091
1879,289203,38.01455,46.59847,52.16781,27.23354,-0.46807,2.17394,9.79109,0.00933,0.07821,0.03344
1880,289357,38.06564,46.59847,52.16781,27.18244,-0.43455,2.24097,9.7444,0.00653,0.07514,0.03317
1881,289515,38.06564,46.59847,52.16781,27.23354,-0.45969,2.27449,9.76475,0.00919,0.07994,0.03384
1882,289669,38.06564,46.59847,52.16781,27.23354,-0.47285,2.23618,9.73243,0.00986,0.08007,0.03477
1883,289823,38.06564,46.59847,52.11671,27.23354,-0.45729,2.27569,9.80545,0.00773,0.07954,0.03291
1884,289977,38.01455,46.59847,52.16781,27.18244,-0.44772,2.28407,9.73842,0.00973,0.07847,0.03304
1885,290131,38.01455,46.59847,52.16781,27.23354,-0.46567,2.20626,9.74201,0.00733,0.08021,0.03384
1886,290288,38.06564,46.59847,52.16781,27.23354,-0.4142,2.26611,9.81982,0.00999,0.07794,0.03371
1887,290442,38.06564,46.59847,52.16781,27.23354,-0.44652,2.34991,9.80186,0.00933,0.07541,0.03571
1888,290596,38.06564,46.59847,52.11671,27.18244,-0.4561,2.26611,9.72764,0.00973,0.07874,0.03371
1889,290750,38.11674,46.59847,52.16781,27.18244,-0.46687,2.28167,9.61631,0.00746,0.07954,0.03477
1890,290907,38.11674,46.59847,52.16781,27.23354,-0.44772,2.25534,9.6606,0.00586,0.07954,0.03331
1891,291061,38.11674,46.54738,52.16781,27.23354,-0.33758,2.12605,9.96946,0.00733,0.08087,0.03331
1892,291215,38.11674,46.59847,52.16781,27.23354,-0.45969,2.27808,9.76954,0.00786,0.08034,0.03331
1893,291369,38.11674,46.54738,52.16781,27.18244,-0.4525,2.28766,9.67497,0.00813,0.08021,0.03317
1894,291523,38.11674,46.59847,52.16781,27.18244,-0.50278,2.3104,9.83778,0.00773,0.07954,0.03344
1895,291690,38.11674,46.54738,52.16781,27.23354,-0.44293,2.26132,9.70849,0.00733,0.07927,0.03371
1896,291842,38.11674,46.59847,52.16781,27.18244,-0.46567,2.229,9.827,0.00826,0.08034,0.03291
1897,291995,38.11674,46.59847,52.16781,27.18244,-0.46328,2.30681,9.81144,0.00933,0.07941,0.03158
1898,292148,38.11674,46.54738,52.16781,27.23354,-0.43934,2.29604,9.76954,0.00919,0.07807,0.03357
1899,292301,38.11674,46.59847,52.16781,27.18244,-0.42737,2.24696,9.70969,0.00626,0.07821,0.03277
1900,292457,38.11674,46.54738,52.11671,27.18244,-0.44891,2.2721,9.67736,0.00839,0.07994,0.03517
1901,292610,38.11674,46.59847,52.16781,27.18244,-0.42138,2.29245,9.67257,0.01026,0.08034,0.03304
1902,292763,38.11674,46.59847,52.16781,27.18244,-0.46926,2.27689,9.76236,0.00813,0.07701,0.03384
1903,292916,38.11674,46.54738,52.16781,27.23354,-0.46208,2.24337,9.67736,0.00813,0.08021,0.03317
1904,293069,38.11674,46.59847,52.16781,27.18244,-0.40582,2.20027,9.6618,0.00546,0.07834,0.03238
1905,293225,38.11674,46.59847,52.16781,27.18244,-0.45131,2.27569,9.73842,0.00946,0.08234,0.03264
1906,293378,38.11674,46.59847,52.11671,27.18244,-0.44532,2.30442,9.75877,0.00853,0.08034,0.03331
1907,293539,38.11674,46.54738,52.16781,27.18244,-0.4142,2.21224,9.76116,0.00973,0.07781,0.03357
1908,293692,38.06564,46.54738,52.16781,27.18244,-0.47166,2.27928,9.83897,0.00533,0.07767,0.03317
1909,293848,38.06564,46.54738,52.16781,27.23354,-0.413,2.2709,9.72884,0.00879,0.08114,0.03304
1910,294001,38.06564,46.54738,52.16781,27.23354,-0.47166,2.25893,9.71806,0.00959,0.07781,0.03317
1911,294154,38.06564,46.54738,52.16781,27.18244,-0.44652,2.29484,9.7456,0.00893,0.07821,0.03384
1912,294307,38.06564,46.54738,52.16781,27.23354,-0.43096,2.25294,9.75398,0.00946,0.0826,0.03304
1913,294460,38.06564,46.54738,52.16781,27.23354,-0.48004,2.29005,9.71567,0.00706,0.07941,0.03384
1914,294616,38.06564,46.49628,52.16781,27.23354,-0.45131,2.25654,9.79707,0.00853,0.07981,0.03411
1915,294769,38.06564,46.49628,52.16781,27.23354,-0.44772,2.29604,9.69652,0.00893,0.07967,0.03397
1916,294922,38.06564,46.49628,52.16781,27.18244,-0.46926,2.25414,9.77313,0.00826,0.07887,0.03371
1917,295075,38.06564,46.49628,52.16781,27.18244,-0.42018,2.29604,9.76595,0.01066,0.07821,0.03251
1918,295228,38.06564,46.49628,52.11671,27.18244,-0.47645,2.29843,9.8258,0.00893,0.08034,0.03397
1919,295384,38.11674,46.54738,52.16781,27.23354,-0.48722,2.22661,9.69891,0.01039,0.07781,0.03477
1920,295537,38.11674,46.54738,52.16781,27.23354,-0.41779,2.31639,9.70131,0.00653,0.07874,0.03331
1921,295690,38.11674,46.54738,52.16781,27.23354,-0.45729,2.3128,9.79947,0.00826,0.08087,0.03397
1922,295843,38.11674,46.49628,52.11671,27.23354,-0.413,2.32477,9.74679,0.00759,0.081,0.03291
1923,295999,38.11674,46.54738,52.16781,27.18244,-0.43814,2.26252,9.76954,0.00733,0.08021,0.03277
1924,296152,38.11674,46.54738,52.16781,27.18244,-0.42976,2.27689,9.80066,0.00933,0.0806,0.03371
1925,296305,38.11674,46.54738,52.16781,27.18244,-0.46926,2.26252,9.77912,0.00733,0.07981,0.03291
1926,296458,38.11674,46.54738,52.16781,27.18244,-0.40462,2.24816,9.68933,0.00906,0.08154,0.03264
1927,296611,38.06564,46.54738,52.16781,27.18244,-0.42617,2.22302,9.74201,0.01172,0.081,0.02918
1928,296767,38.06564,46.54738,52.16781,27.23354,-0.48602,2.25414,9.65941,0.00826,0.08127,0.03118
1929,296920,38.06564,46.54738,52.16781,27.23354,-0.48483,2.35829,9.77433,0.00946,0.08407,0.03331
1930,297073,38.06564,46.54738,52.16781,27.23354,-0.3735,2.21464,9.72884,0.00986,0.07927,0.03397
1931,297226,38.06564,46.54738,52.16781,27.23354,-0.48243,2.28167,9.78391,0.00893,0.08034,0.03384
1932,297379,38.06564,46.54738,52.06562,27.18244,-0.41899,2.25414,9.71447,0.00826,0.07741,0.03557
1933,297544,38.06564,46.54738,52.16781,27.23354,-0.43934,2.27329,9.75158,0.00866,0.07821,0.03397
1934,297698,38.06564,46.59847,52.16781,27.23354,-0.54229,2.24337,9.71806,0.00933,0.07901,0.03357
1935,297852,38.06564,46.59847,52.16781,27.18244,-0.51236,2.21464,9.71208,0.01106,0.0806,0.03384
1936,298006,38.06564,46.59847,52.11671,27.23354,-0.48842,2.27449,9.79588,0.00906,0.07821,0.03357
1937,298163,38.06564,46.59847,52.16781,27.18244,-0.4968,2.29604,9.72285,0.00933,0.07754,0.03211
1938,298317,38.06564,46.59847,52.16781,27.23354,-0.48004,2.25175,9.71687,0.00733,0.08327,0.03038
1939,298471,38.06564,46.59847,52.16781,27.18244,-0.44532,2.2302,9.78031,0.00746,0.07861,0.03344
1940,298625,38.06564,46.59847,52.16781,27.18244,-0.4142,2.25175,9.81144,0.01079,0.08074,0.03357
1941,298779,38.06564,46.59847,52.16781,27.18244,-0.44532,2.27329,9.7863,0.00626,0.07727,0.03198
1942,298936,38.06564,46.64957,52.16781,27.18244,-0.45011,2.28407,9.70011,0.00746,0.08007,0.03397
1943,299090,38.06564,46.59847,52.16781,27.23354,-0.43455,2.2709,9.7875,0.00813,0.08021,0.03384
1944,299244,38.11674,46.64957,52.16781,27.18244,-0.44891,2.27689,9.74919,0.00893,0.07901,0.03224
1945,299398,38.06564,46.59847,52.16781,27.18244,-0.40582,2.25414,9.79827,0.00786,0.07887,0.03304
1946,299552,38.06564,46.59847,52.16781,27.23354,-0.48123,2.29125,9.76475,0.00693,0.08194,0.03384
1947,299709,38.06564,46.64957,52.16781,27.18244,-0.48123,2.27808,9.66898,0.00786,0.07941,0.03317
1948,299863,38.06564,46.59847,52.16781,27.18244,-0.38307,2.25414,9.81742,0.00959,0.07967,0.03544
1949,300017,38.06564,46.59847,52.16781,27.23354,-0.48363,2.25534,9.76475,0.01132,0.08007,0.03384
1950,300171,38.06564,46.59847,52.16781,27.18244,-0.50757,2.33914,9.79827,0.00613,0.07687,0.03198
1951,300325,38.01455,46.59847,52.16781,27.18244,-0.46567,2.3523,9.80306,0.01066,0.07794,0.03184
1952,300482,38.01455,46.59847,52.16781,27.18244,-0.44412,2.27928,9.81024,0.00946,0.07767,0.03531
1953,300636,38.01455,46.59847,52.16781,27.23354,-0.42258,2.2721,9.72644,0.00986,0.07861,0.03397
1954,300790,38.01455,46.64957,52.16781,27.18244,-0.4118,2.2697,9.72405,0.00853,0.07754,0.03344
1955,300944,38.01455,46.64957,52.16781,27.23354,-0.413,2.24097,9.7432,0.00879,0.07994,0.03291
1956,301101,38.06564,46.64957,52.16781,27.18244,-0.42018,2.29245,9.79468,0.00919,0.07994,0.03238
1957,301255,38.06564,46.59847,52.16781,27.23354,-0.43335,2.25773,9.78989,0.00986,0.08021,0.03331
1958,301409,38.06564,46.59847,52.16781,27.23354,-0.41061,2.25773,9.72525,0.00759,0.07981,0.03357
1959,301563,38.06564,46.59847,52.16781,27.18244,-0.46088,2.30921,9.81144,0.00666,0.07941,0.03371
1960,301717,38.11674,46.59847,52.16781,27.18244,-0.48123,2.229,9.71926,0.00773,0.08074,0.03331
1961,301874,38.06564,46.59847,52.16781,27.23354,-0.40462,2.25294,9.74799,0.01013,0.081,0.03344
1962,302028,38.11674,46.59847,52.16781,27.18244,-0.44293,2.27569,9.74679,0.00759,0.07954,0.03344
1963,302182,38.11674,46.59847,52.16781,27.18244,-0.44891,2.26132,9.73243,0.00799,0.07781,0.03424
1964,302336,38.06564,46.59847,52.16781,27.18244,-0.43934,2.30202,9.80306,0.00893,0.07781,0.03291
1965,302490,38.11674,46.59847,52.16781,27.18244,-0.4561,2.30083,9.75517,0.00946,0.07874,0.03357
1966,302647,38.11674,46.59847,52.16781,27.18244,-0.43814,2.26252,9.75637,0.00786,0.08154,0.03238
1967,302801,38.11674,46.59847,52.16781,27.23354,-0.43335,2.25773,9.70131,0.00826,0.07954,0.03277
1968,302955,38.11674,46.59847,52.16781,27.23354,-0.46687,2.24456,9.79827,0.00933,0.08074,0.03291
1969,303109,38.11674,46.59847,52.16781,27.23354,-0.46328,2.26252,9.70609,0.00746,0.07981,0.03331
1970,303276,38.11674,46.59847,52.16781,27.23354,-0.46687,2.27928,9.72166,0.00813,0.08021,0.03357
1971,303430,38.11674,46.59847,52.11671,27.08025,-0.46328,2.29724,9.78151,0.00773,0.08114,0.03291
1972,303584,38.06564,46.59847,52.11671,27.18244,-0.43814,2.28527,9.7025,0.00799,0.07927,0.03291
1973,303738,38.11674,46.59847,52.16781,27.18244,-0.46807,2.25414,9.76954,0.00893,0.07954,0.03371
1974,303892,38.11674,46.59847,52.11671,27.23354,-0.46088,2.26731,9.75158,0.00759,0.07967,0.03264
1975,304049,38.11674,46.59847,52.16781,27.18244,-0.49321,2.25534,9.74201,0.00946,0.08114,0.03251
1976,304203,38.06564,46.59847,52.16781,27.23354,-0.48243,2.2709,9.73363,0.00973,0.07794,0.03078
1977,304357,38.11674,46.59847,52.21891,27.18244,-0.4944,2.2697,9.75158,0.00653,0.07967,0.03144
1978,304511,38.11674,46.59847,52.16781,27.23354,-0.4525,2.23618,9.67856,0.00973,0.0814,0.03437
1979,304665,38.11674,46.59847,52.16781,27.23354,-0.45969,2.27449,9.81623,0.00866,0.08007,0.03544
1980,304822,38.11674,46.59847,52.16781,27.18244,-0.4537,2.29125,9.70011,0.00839,0.07821,0.03238
1981,304976,38.11674,46.59847,52.16781,27.18244,-0.47166,2.28646,9.68933,0.00773,0.08034,0.03291
1982,305130,38.11674,46.59847,52.16781,27.23354,-0.46567,2.20626,9.67736,0.00973,0.07941,0.03437
1983,305284,38.11674,46.59847,52.16781,27.18244,-0.4956,2.25294,9.80785,0.00879,0.07927,0.03384
1984,305441,38.11674,46.59847,52.16781,27.18244,-0.46807,2.2314,9.69532,0.00839,0.07941,0.03371
1985,305595,38.11674,46.59847,52.16781,27.23354,-0.43215,2.3128,9.76595,0.00946,0.07887,0.03637
1986,305749,38.11674,46.59847,52.16781,27.18244,-0.47884,2.33794,9.76116,0.00839,0.08021,0.03251
1987,305903,38.11674,46.59847,52.16781,27.23354,-0.44412,2.27569,9.69891,0.00826,0.07794,0.03251
1988,306057,38.11674,46.59847,52.16781,27.18244,-0.42856,2.29724,9.73842,0.00919,0.07847,0.03238
1989,306215,38.11674,46.59847,52.16781,27.23354,-0.42976,2.28646,9.70131,0.01013,0.07981,0.03384
1990,306369,38.11674,46.59847,52.16781,27.23354,-0.39983,2.24456,9.72764,0.01106,0.07901,0.03371
1991,306523,38.11674,46.54738,52.11671,27.23354,-0.44293,2.22541,9.7863,0.01039,0.07887,0.03238
1992,306677,38.11674,46.59847,52.16781,27.23354,-0.44173,2.25773,9.74679,0.00773,0.07967,0.03317
1993,306831,38.11674,46.59847,52.16781,27.23354,-0.45011,2.24576,9.75757,0.00786,0.0814,0.03344
1994,306989,38.11674,46.59847,52.16781,27.23354,-0.41779,2.24935,9.79947,0.00746,0.07981,0.03264
1995,307143,38.11674,46.64957,52.16781,27.18244,-0.52194,2.33794,9.69412,0.00999,0.08314,0.03357
1996,307297,38.11674,46.59847,52.16781,27.18244,-0.44891,2.27808,9.73123,0.00986,0.08074,0.03384
1997,307451,38.16783,46.59847,52.16781,27.23354,-0.51715,2.24456,9.75637,0.01159,0.07941,0.03397
1998,307605,38.11674,46.59847,52.16781,27.23354,-0.44652,2.25893,9.77074,0.00826,0.08047,0.03277
1999,307757,38.11674,46.59847,52.16781,27.18244,-0.46088,2.29724,9.76355,0.00799,0.07927,0.03304
2000,307911,38.11674,46.59847,52.16781,27.23354,-0.50398,2.24337,9.80186,0.00786,0.07914,0.03251
2001,308065,38.11674,46.59847,52.16781,27.18244,-0.43215,2.25893,9.72525,0.00786,0.08021,0.03411
2002,308219,38.11674,46.59847,52.16781,27.18244,-0.46807,2.26491,9.70131,0.00813,0.07874,0.03317
2003,308376,38.16783,46.59847,52.11671,27.23354,-0.44652,2.3104,9.76475,0.00933,0.07954,0.03384
2004,308530,38.11674,46.59847,52.21891,27.23354,-0.39624,2.24097,9.7432,0.00826,0.0806,0.03277
2005,308684,38.06564,46.54738,52.16781,27.23354,-0.43574,2.29963,9.84615,0.00919,0.07994,0.03251
2006,308838,38.11674,46.54738,52.11671,27.23354,-0.41899,2.31759,9.76954,0.00826,0.07927,0.03464
2007,308992,38.11674,46.54738,52.16781,27.18244,-0.43574,2.23499,9.75757,0.00866,0.07901,0.03397
2008,309159,38.06564,46.54738,52.16781,27.23354,-0.4537,2.30562,9.73482,0.00839,0.07874,0.03317
2009,309311,38.11674,46.54738,52.16781,27.18244,-0.43694,2.24456,9.66898,0.00853,0.08007,0.03317
2010,309464,38.11674,46.54738,52.16781,27.18244,-0.43215,2.28886,9.77433,0.00773,0.07901,0.03357
2011,309617,38.06564,46.54738,52.16781,27.18244,-0.4118,2.26611,9.75158,0.00733,0.07967,0.03331
2012,309770,38.11674,46.54738,52.11671,27.23354,-0.45849,2.27329,9.78031,0.00933,0.08021,0.03304
2013,309926,38.11674,46.54738,52.16781,27.23354,-0.4549,2.28287,9.83538,0.00786,0.07954,0.03291
2014,310079,38.11674,46.54738,52.16781,27.23354,-0.49919,2.28886,9.72046,0.00773,0.07901,0.03451
2015,310232,38.06564,46.54738,52.16781,27.23354,-0.45729,2.25654,9.71208,0.00959,0.07847,0.03238
2016,310385,38.06564,46.54738,52.16781,27.18244,-0.45011,2.25773,9.76834,0.00853,0.081,0.03344
2017,310541,38.06564,46.54738,52.16781,27.18244,-0.46448,2.28407,9.75398,0.00573,0.08114,0.03384
2018,310694,38.06564,46.54738,52.16781,27.18244,-0.44412,2.30202,9.78271,0.00826,0.07754,0.03397
2019,310847,38.06564,46.54738,52.16781,27.18244,-0.413,2.2697,9.83299,0.00853,0.08007,0.03331
2020,311000,38.06564,46.54738,52.16781,27.18244,-0.46448,2.24097,9.76236,0.00986,0.07887,0.03371
2021,311161,38.06564,46.54738,52.16781,27.23354,-0.42138,2.23379,9.73123,0.01026,0.07994,0.03344
2022,311317,38.06564,46.54738,52.16781,27.23354,-0.51595,2.27928,9.80904,0.00826,0.07994,0.03571
2023,311470,38.06564,46.54738,52.16781,27.18244,-0.4525,2.26611,9.72764,0.00773,0.08047,0.03344
2024,311623,38.06564,46.54738,52.16781,27.23354,-0.45011,2.27569,9.74679,0.00799,0.07901,0.03384
2025,311776,38.06564,46.49628,52.16781,27.23354,-0.42856,2.25773,9.79827,0.01053,0.07807,0.03357
2026,311929,38.06564,46.54738,52.16781,27.18244,-0.47285,2.28527,9.8701,0.00866,0.07941,0.03451
2027,312085,38.06564,46.54738,52.16781,27.18244,-0.4525,2.27808,9.68933,0.00946,0.07927,0.03317
2028,312238,38.06564,46.54738,52.16781,27.18244,-0.39624,2.28766,9.73363,0.01026,0.07901,0.03451
2029,312391,38.06564,46.49628,52.16781,27.23354,-0.3316,2.26132,9.83299,0.01053,0.08034,0.02678
2030,312544,38.01455,46.54738,52.16781,27.18244,-0.4118,2.27928,9.73482,0.00826,0.08114,0.03504
2031,312700,37.96345,46.49628,52.16781,27.18244,-0.39265,2.3128,9.76355,0.00626,0.08167,0.03198
2032,312853,37.96345,46.49628,52.16781,27.23354,-0.42018,2.23618,9.68574,0.00893,0.0814,0.03397
2033,313006,38.01455,46.49628,52.11671,27.23354,-0.4561,2.28527,9.71567,0.01013,0.07967,0.03291
2034,313159,38.01455,46.49628,52.16781,27.23354,-0.44173,2.24935,9.76236,0.00893,0.07967,0.03211
2035,313312,37.96345,46.49628,52.16781,27.23354,-0.45849,2.23978,9.64983,0.00866,0.07901,0.03371
2036,313468,37.96345,46.49628,52.16781,27.23354,-0.41061,2.23858,9.71806,0.00919,0.08167,0.03291
2037,313621,37.96345,46.49628,52.16781,27.23354,-0.48123,2.27808,9.79109,0.00879,0.07901,0.03397
2038,313774,38.01455,46.49628,52.16781,27.23354,-0.42497,2.27329,9.82221,0.00906,0.07821,0.03411
2039,313927,38.01455,46.49628,52.16781,27.23354,-0.34955,2.21823,9.58878,0.01279,0.08154,0.03184
2040,314080,38.01455,46.44519,52.16781,27.13135,-0.38427,2.29005,9.80426,0.00933,0.07954,0.03158
2041,314236,38.01455,46.49628,52.16781,27.13135,-0.45849,2.24696,9.75039,0.00679,0.07967,0.03317
2042,314389,38.01455,46.49628,52.16781,27.13135,-0.43934,2.28167,9.69173,0.01013,0.08087,0.03437
2043,314542,38.01455,46.44519,52.16781,27.18244,-0.36392,2.27449,9.79707,0.00839,0.08074,0.03078
2044,314695,38.01455,46.44519,52.16781,27.13135,-0.42856,2.29365,9.77672,0.0064,0.07994,0.03411
2045,314860,38.01455,46.44519,52.16781,27.08025,-0.42497,2.26252,9.82461,0.01172,0.07847,0.03477
2046,315014,37.96345,46.44519,52.16781,27.02916,-0.54468,2.29125,9.80426,0.00666,0.07834,0.03531
2047,315168,38.01455,46.49628,52.16781,26.97806,-0.49919,2.19309,9.6642,0.00853,0.07821,0.03424
2048,315322,38.01455,46.49628,52.16781,27.02916,-0.43096,2.32477,9.7049,0.01026,0.07901,0.03371
2049,315476,38.01455,46.49628,52.16781,26.97806,-0.4968,2.27329,9.70131,0.00799,0.07807,0.03371
2050,315633,38.01455,46.44519,52.16781,27.02916,-0.4561,2.2721,9.7456,0.00973,0.07967,0.03264
